titles,pubDates,guids,urls,description,destfile,wav,trans
"Hund und Katze - über Zusammenführung, Training und Kompatibilität","Tue, 19 Apr 2022 11:23:58 +0000",4a0a1037-49c3-42be-ab62-4135a5c8aee3,https://traffic.libsyn.com/secure/lisastolzlechner/Laura_Interview_Podcast_Katzen_und_Hunde_-_17.04.22_18.02.mp3?dest-id=1049825,"<p>#60 Interview: Laura Gentile ist Katzen-Expertin und teilt ihre Erfahrungswerte zum Thema Katzentraining und Zusammenführungen von Hunden mit Katzen. Wir klären, wo der Unterschied zwischen Katzen- und Hundetraining liegt, wie man eine Zusammenführung angehen kann, wann es keinen Sinn macht, eine Katze mit einem Hund (Welpe und Junghund) zusammen zu führen.</p> <p>Infos zu Laura und ihren Angeboten findest du hier: <a href= ""https://pfoetchentraining.com"">https://pfoetchentraining.com</a> </p> <p>Ihren Podcast hier: <a href= ""https://wau-hundepodcast.com"">https://wau-hundepodcast.com</a> </p> <p> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/4a0a1037-49c3-42be-ab62-4135a5c8aee3.mp3,wav/4a0a1037-49c3-42be-ab62-4135a5c8aee3.wav,trans/4a0a1037-49c3-42be-ab62-4135a5c8aee3.rds
Leben mit Hund - ein Geben und Nehmen,"Wed, 30 Mar 2022 19:58:31 +0000",6df5934b-8b99-4683-83c3-299c3e642c3c,https://traffic.libsyn.com/secure/lisastolzlechner/Geben_und_nehmen_Podcastfolge.mp3?dest-id=1049825,"<p>#59 Jeder Hund und jeder Mensch hat Bedürfnisse, die erfüllt werden möchten.  Hobbies, welche beiden Spaß und Freude bereitet (Hund und Mensch) und Training an den richtigen Stellen machen es möglich, viele Schnittstellen zu finden. In dieser Podcastfolge geht es darum, wie du in deiner Beziehung mit dem Hund Geben und in weiterer Folge auch Nehmen kannst. </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/6df5934b-8b99-4683-83c3-299c3e642c3c.mp3,wav/6df5934b-8b99-4683-83c3-299c3e642c3c.wav,trans/6df5934b-8b99-4683-83c3-299c3e642c3c.rds
Ressourcen verteidigen - warum die richtigen Lernerfahrungen von Welpen und Junghunden bereits wichtig sind,"Thu, 03 Mar 2022 10:18:31 +0000",9fa36d8a-9910-44a9-b830-2dcccbdd6d01,https://traffic.libsyn.com/secure/lisastolzlechner/Ressourcenverteidigung.mp3?dest-id=1049825,"<p>#58 Ressourcen zu verteidigen ist völlig normales Hundeverhalten. Die meisten Welpen ""kämpfen"" mit ihren Wurfgeschwistern schon sehr früh um Ressourcen (Zitze der Mutterhündin), doch manche entwickeln mit der Zeit eine ausgeprägte Ressourcenaggression gegenüber anderen Lebewesen. Die kommt allerdings nie plötzlich, sondern entwickelt sich mit der Zeit - weshalb wir im Welpen- und Junghundealter ansetzen müssen.</p> <p>In dieser Podcastfolge erfährst du, was es mit dem Sichern von Ressourcen auf sich hat, wie es gezeigt wird, was gerne gesichert wird und welche Fehlerquellen ganz häufig das Verteidigen begünstigen. </p> <p>Mein Name ist Lisa Stolzlechner und mehr Infos zu mir findest du hier: <a href= ""https://lisastolzlechner.com"">https://lisastolzlechner.com</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Und die Ressourcen-Studie findest du hier: <a href= ""https://www.sciencedirect.com/science/article/abs/pii/S0167587717301253""> https://www.sciencedirect.com/science/article/abs/pii/S0167587717301253</a></p> <p>Buchtipp zum Thema: ""Meins"" von Jean Donaldson</p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p> </p>",mp3/9fa36d8a-9910-44a9-b830-2dcccbdd6d01.mp3,wav/9fa36d8a-9910-44a9-b830-2dcccbdd6d01.wav,trans/9fa36d8a-9910-44a9-b830-2dcccbdd6d01.rds
Interview: Stress bei Welpen und Junghunden,"Wed, 16 Feb 2022 20:26:26 +0000",5cafb8d8-1fb4-4243-98df-1074b12c7470,https://traffic.libsyn.com/secure/lisastolzlechner/Interview_Stress_mit_Janey.mp3?dest-id=1049825,"<p>Ohne Stress können weder wir, noch unsere Hunde leben, doch zu viel oder zu wenig ist nicht förderlich für ein gesundes Erwachsenwerden. Mein Interviewgast ist Dr. Janey May, sie ist Verhaltenstierärztin und teilt viele wichtige Aspekte zum Thema Stress mit uns in dieser Podcastfolge. Wir sprechen darüber, dass Erregung bei Welpen und Junghunden häufig ""Kiefer"" macht, wie man Stress im Hund erkennen kann und vieles mehr. </p> <p>Der Stress-lass-nach Kurs von Dr. Janey May*: <a href= ""https://elopage.com/epl/wjNXUv_dgu7ZkPz2ztQd"">https://elopage.com/epl/wjNXUv_dgu7ZkPz2ztQd</a></p> <p>*Affiliate-Link</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/5cafb8d8-1fb4-4243-98df-1074b12c7470.mp3,wav/5cafb8d8-1fb4-4243-98df-1074b12c7470.wav,trans/5cafb8d8-1fb4-4243-98df-1074b12c7470.rds
Die Entwicklungsphasen von Welpen,"Wed, 26 Jan 2022 21:42:51 +0000",b503bd1a-bb0f-464a-b300-9cc89d86610c,https://traffic.libsyn.com/secure/lisastolzlechner/Welpenentwicklung_Podcast.mp3?dest-id=1049825,"<p>#56 Heute geht's um mein Spezialgebiet, und zwar um die Welpenentwicklungsphasen. Du erfährst in dieser Podcastfolge welche Phasen es gibt und was sie auszeichnet. Ich spreche über die prä- und postnatale Phase, die Phase der Veränderung und die frühe Sozialisierungsphase. </p> <p>Die erwähnte Studie von Battaglia et al. findest du hier: <a href= ""https://www.sciencedirect.com/science/article/abs/pii/S1558787809001555""> https://www.sciencedirect.com/science/article/abs/pii/S1558787809001555</a></p> <p>Auf Instagram findest du mich unter: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">lisa.stolzlechner</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/b503bd1a-bb0f-464a-b300-9cc89d86610c.mp3,wav/b503bd1a-bb0f-464a-b300-9cc89d86610c.wav,trans/b503bd1a-bb0f-464a-b300-9cc89d86610c.rds
"Ziele im Hundetraining - Erwartungen, Rückschritte und Erreichen von Zielen","Wed, 05 Jan 2022 17:36:05 +0000",7194bb44-1e26-4b03-84ab-51e051b008d6,https://traffic.libsyn.com/secure/lisastolzlechner/Ziele_im_Hundetraining_-_05.01.22_18.23.mp3?dest-id=1049825,"<p>#55 Zielsetzung im Hundetraining - der Jahreswechsel motiviert uns Ziele zu setzen. Diese Folge dreht sich um das Thema Zielsetzung und wie man es schafft, ohne Frust die Ziele mit seinem Hund zu erreichen. In wenigen Fällen läuft es von Anfang an flüssig von A nach B. Eine lineare Steigung gibt es nicht. Ich möchte euch in meine Vergangenheit mitnehmen & darüber sprechen, was wir für eine realistische Zielsetzung benötigen. </p> <p>Viel Freude mit dieser Folge!</p> <p>Du findest mich auf Instagram unter <a href= ""https://www.instagram.com/lisa.stolzlechner/"">lisa.stolzlechner</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/7194bb44-1e26-4b03-84ab-51e051b008d6.mp3,wav/7194bb44-1e26-4b03-84ab-51e051b008d6.wav,trans/7194bb44-1e26-4b03-84ab-51e051b008d6.rds
Angstphasen bei Welpen und Junghunden,"Wed, 15 Dec 2021 17:03:45 +0000",3aa33b34-59c1-44aa-85f4-a545a9dc1c02,https://traffic.libsyn.com/secure/lisastolzlechner/Angstphasen_Podcastfolge_2.mp3?dest-id=1049825,"<p>#54 Plötzlich fürchtet sich der junge Hund vor Dingen, vor denen er zuvor keine Angst hatte - vermutlich befindet er sich in einer so genannten ""Angstperiode"". Diese Phasen sind kein Drama, aber es ist gut zu wissen, dass wir während dieser Zeit unsere Hunde besonders gut beobachten und unterstützen sollten. Ich spreche in dieser Podcastfolge darüber, was eine Angstphase ist, wozu und in welcher Entwicklungsphase sie gezeigt werden und wie du mit einer solchen Phase umgehen und deinen Hund unterstützen kannst. </p> <p><strong>ACHTUNG: Diese Folge wird von der Tierversicherung AGILA unterstützt. Du findest alle Infos und Angebote von AGILA unter: <a href= ""http://www.agila.de/podcast"">www.agila.de/podcast</a> - dort gibt es einen kostenlosen Tiergesundheitskalender zum Download und noch wichtiger: eine gute Versicherung für Hunde in Deutschland und Österreich. </strong></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/3aa33b34-59c1-44aa-85f4-a545a9dc1c02.mp3,wav/3aa33b34-59c1-44aa-85f4-a545a9dc1c02.wav,trans/3aa33b34-59c1-44aa-85f4-a545a9dc1c02.rds
Bonusfolge Hundeversicherung - Fragen an Expertinnen,"Wed, 15 Dec 2021 16:42:50 +0000",905e2798-5fea-44df-a6b7-ae67d727a851,https://traffic.libsyn.com/secure/lisastolzlechner/Tierversicherungen.mp3?dest-id=1049825,"<p>#53 In dieser Podcastfolge stelle ich der Versicherungsexpertin Franziska Obert und Tierärztin Melanie Ahlers Fragen zum Thema Hundeversicherungen. Diese Folge ist eine Bonusfolge zusätzlich zum Angstphasen-Podcast von diesem Mittwoch. Sie gibt allen Interessierten einen Einblick in die Versicherung AGILA. </p> <p>Viel Freude damit. </p> <p>___________________________________________________________</p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p>",mp3/905e2798-5fea-44df-a6b7-ae67d727a851.mp3,wav/905e2798-5fea-44df-a6b7-ae67d727a851.wav,trans/905e2798-5fea-44df-a6b7-ae67d727a851.rds
Interview: über Junghundegruppen mit Dr. Janey May,"Wed, 01 Dec 2021 12:08:26 +0000",de2728f4-e21a-461d-96c5-ebad04a4e2d2,https://traffic.libsyn.com/secure/lisastolzlechner/Junghunde_Gruppenkurse_Interview_Dr._Janey_May.mp3?dest-id=1049825,"<p>#52 Gast dieser Podcastfolge ist Dr. Janey May, Tierärztin mit Schwerpunkt auf Verhaltenstherapie beim Hund. Wir sprechen heute über das Thema Junghundegruppen und Janey erzählt uns von ihren Erfahrungen und welches Gruppensetting sie sinnvoll und welches weniger sinnvoll findet. </p> <p>Dr. Janey May ist Tierärztin mit Tätigkeitsschwerpunkt Verhaltenstherapie beim Hund und hat sich dem bedürfnisorientierten Umgang mit Hunden, dem entsprechenden Miteinander von Tier und Mensch und dem Thema Hund und Kind Sicherheit verschrieben. Vor 10 Jahren begann sie mit der Weiterbildung zum Thema Bissprävention, ist Multiplikatorin für „Der blaue Hund“, geprüftes und lizenziertes Mitglied von Family Paws Parent Education und entwickelte ein Besuchsprogramm für Schulen und Kindergärten. Sie lebt mit Mann, Tochter und 3 Hütehunden am Chiemsee. Offline ist sie seit vielen Jahren eine Kompetenzgröße, gefragte Expertin, Autorin und Referentin. Seit 2021 hat sie den Podcast: „Dog & Talk – auf eine Gassirunde mit Dr. Janey May“ und arbeitet vermehrt online, sowohl im Einzelcoaching, als auch in Live-Gruppenstunden, außerdem hat sie Onlinekurse über die wichtigen Themen: „Der perfekte Abruf“, „Schluss mit Leinezerren“ und „Stress lass nach“ entwickelt.</p> <p>Und hier findest du Selbstlernkurse zum Thema Rückruf: * <a href= ""https://elopage.com/epl/b_uzHpFCPXKToPq8XbAK"">https://elopage.com/epl/b_uzHpFCPXKToPq8XbAK</a></p> <p>...zum Thema Stress lass nach: * <a href= ""https://elopage.com/epl/wjNXUv_dgu7ZkPz2ztQd"">https://elopage.com/epl/wjNXUv_dgu7ZkPz2ztQd</a></p> <p>...und zum Thema lockere Leine: * <a href= ""https://elopage.com/epl/sj2hwDBX7_sDpN9hgQVe"">https://elopage.com/epl/sj2hwDBX7_sDpN9hgQVe</a></p> <p>*bei diesen Links handelt es sich um Affiliate Links - die Kurse kosten für dich nicht mehr, aber du unterstütz mich und meinen Podcast damit. </p> <p>Hier findest Du ihren Podcast <a href= ""https://www.dogs-connection.de/podcast-janey-may-dogandtalk-hund/""> https://www.dogs-connection.de/podcast-janey-may-dogandtalk-hund/</a></p> <p>Viel Freude mit dieser Folge!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/de2728f4-e21a-461d-96c5-ebad04a4e2d2.mp3,wav/de2728f4-e21a-461d-96c5-ebad04a4e2d2.wav,trans/de2728f4-e21a-461d-96c5-ebad04a4e2d2.rds
Hundebuddies - welche Art von Hundekontakt Welpen und Junghunde benötigen,"Wed, 17 Nov 2021 10:21:03 +0000",6b5e13dc-65f6-4ded-a2bb-db6387c9fec9,https://traffic.libsyn.com/secure/lisastolzlechner/Podcast_Hundebuddies_-_15.11.21_18.23.mp3?dest-id=1049825,"<p>#51 Junge Hunde spielen gerne, doch ist nicht alles wirklich Spiel. Ruhiger und regelmäßiger Kontakt mit souveränen Artgenossen tut jungen Hunden unglaublich gut und wird häufig völlig vernachlässigt.</p> <p>Vielleicht hast du gerade einen Welpen oder einen pubertären Junghund und du bist dir nicht sicher, wieviel und welcher Hundekontakt notwendig ist, um ein gutes Sozialverhalten zu entwicklen. Wir besprechen heute folgende Punkte:<span class= ""Apple-converted-space""> </span></p> <ul> <li>Wieviel Hundekontakt macht für einen Welpen oder Junghund Sinn?</li> <li>Lieber Fremdhundekontakte oder gute Hundebuddies treffen?</li> <li>Was ist ein guter Hundekontakt? Fremde Hunde/Bekannte Hunde?</li> <li>Ideen für die Gestaltung von Treffen mit Hundebuddies</li> </ul> <p>Mehr erfährst du in diesen Podcastfolgen:</p> <p><a href= ""https://open.spotify.com/episode/5smDEpNYaWv2bMC9tAt0Dn?si=819aca841a4144c3""> Konflikt im Hund erkennen</a></p> <p><a href= ""https://open.spotify.com/episode/66Z1yWNTCqFHIhd9pdN6g3?si=e57bbf0921c047d8""> Hund-Hund-Spiel</a></p> <p>Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">lisa.stolzlechner</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/6b5e13dc-65f6-4ded-a2bb-db6387c9fec9.mp3,wav/6b5e13dc-65f6-4ded-a2bb-db6387c9fec9.wav,trans/6b5e13dc-65f6-4ded-a2bb-db6387c9fec9.rds
